3600.169 NeI 
3606.522 Ar
3610.32  XeI 
3613.06  XeI
3633.06  XeI
3650.153 HgI
3654.836 HgI
3663.279 HgI
3669.91  XeI
3685.90  XeI
3693.49  XeI
3701.224 NeI
3770.369 ArI
3834.678 Ar
3948.979 ArI
4044.418 ArI
4046.563 HgI
4077.831 Hg
4158.590 ArI
4164.180 ArI
4181.884 ArI
4190.713 ArI
4191.029 ArI
4198.317 ArI
4200.674 ArI
4251.185 ArI
4259.362 ArI
4266.286 ArI
4272.169 ArI
4300.101 ArI
4333.561 ArI
4335.338 ArI
4339.223 HgI
4347.494 HgI
4345.168 ArI
4358.328 HgI
4500.977 Xe
4510.733 ArI
4522.323 ArI
4524.680 Xe
4537.755 NeI
4582.747 Xe
4589.289 Ar
4596.097 Ar
4624.276 Xe
4628.441 Ar
4671.226 Xe
4697.020 Xe
4702.316 Ar
4704.395 NeI
4708.859 NeI
4710.065 NeI
4712.063 NeI
4715.344 NeI
4734.152 XeI
4752.732 NeI
4788.926 NeI
4790.219 NeI
4792.619 XeI
4807.019 XeI
4827.338 NeI
4829.709 XeI
4843.294 XeI
4884.917 NeI
4916.510 XeI
4923.152 XeI
5005.159 NeI
5028.280 XeI
5037.751 NeI
4144.938 NeI
5162.285 Ar
5187.746 ArI
5221.270 Ar
5252.787 Ar
5330.778 NeI
5341.094 NeI
5343.283 NeI
5392.800 XeI
5400.562 NeI
5421.351 NAr
5451.652 Ar
5460.735 HgI
5495.874 ArI
5558.702 ArI
5562.766 NeI
5566.62  XeI
5606.733 ArI
5650.704 ArI
5656.659 NeI
5695.75  XeI
5719.225 NeI
5739.519 Ar
5748.299 NeI
5764.419 NeI
5769.598 HgI		 
5790.663 HgI
5804.450 NeI
5820.156 NeI
5823.89  XeI
5824.80  XeI
5834.264 Ar
5852.488 NeI
5860.310 Ar
5872.828 NeI
5881.895 NeI
5888.584 ArI
5894.99  XeI
5902.462 NeI
5906.429 NeI
5912.085 ArI
5934.17  XeI
5944.834 NeI
5965.471 NeI
5974.627 NeI
5975.534 NeI
5987.907 NeI
6029.997 NeI
6032.127 ArI
6043.223 ArI
6059.372 ArI
6074.338 NeI
6096.163 NeI		
6105.635 Ar
6128.450 NeI 
6143.063 NeI
6163.594 NeI
6173.096 Ar
6178.30  XeI
6179.66  XeI
6182.146 NeI
6182.42  XeI
6198.26  XeI
6215.939 Ar
6217.281 NeI
6266.495 NeI
6286.01  XeI
6304.789 NeI
6318.06  XeI
6328.16  NeI
6334.428 NeI	
6382.992 NeI
6384.717 ArI
6402.248 NeI
6416.307 ArI
6469.70  XeI
6472.84  XeI
6487.76  XeI
6498.72  XeI
6504.18  XeI
6506.528 NeI
6532.882 NeI 
6533.16  XeI
6538.112 Ar
6598.953 NeI
6604.853 Ar
6652.093 NeI
6668.92  XeI
6677.282 ArI
6678.276 NeI
6682.960 HgI2
6717.043 NeI
6728.01  XeI
6752.834 ArI
6827.32  XeI
6871.289 ArI
6872.11  XeI
6882.16  XeI
6903.380 HgI2
6925.53  XeI
6929.467 NeI
6937.664 ArI
6965.431 ArI
6976.18  XeI
7024.050 NeI
7030.251 ArI
7032.413 NeI
7051.292 NeI
7059.107 NeI		
7067.218 ArI
7068.736 ArI
7081.900 HgI
7107.478 ArI
7119.60  XeI
7125.820 ArI
7147.042 ArI
7173.938 NeI
7206.980 ArI
7245.167 NeI
7272.936 ArI
7300.306 HgI2(3650.153)
7311.716 ArI
7316.005 ArI
7353.293 ArI
7372.118 ArI
7383.980 ArI
7386.00  XeI
7392.980 ArI
7393.79  XeI
7435.368 ArI
7472.439 NeI
7488.871 NeI
7503.869 ArI
7514.652 ArI
7535.774 NeI
7544.044 NeI
7584.68  XeI
7635.106 ArI
7642.02  XeI
7643.91  XeI
7723.761 ArI
7724.207 ArI
7724.623 NeI
7839.053 NeI
7927.118 NeI
7936.996 NeI
7943.181 NeI
7948.176 ArI
7802.65  XeI
7881.32  XeI
7887.40  XeI
7967.34  XeI
8006.157 ArI
8014.786 ArI
8029.67  XeI
8057.26  XeI
8061.34  XeI
8082.458 NeI
8093.126 HgI2(4046.563)
8101.98  XeI
8103.693 ArI
8115.311 ArI
8118.549 NeI
8128.911 NeI
8136.405 NeI
8171.02  XeI
8171.311 ArI
8206.34  XeI
8231.635 XeI
8259.379 NeI
8264.522 ArI
8266.077 NeI
8266.52  XeI
8267.116 NeI
8280.117 XeI
8300.326 NeI
8346.823 XeI
8365.747 NeI
8377.608 NeI
8392.270 ArI
8408.210 ArI
8409.191 XeI
8417.161 NeI
8418.427 NeI
8424.648 ArI
8463.358 NeI
8484.444 NeI
8495.356 NeI
8521.442 ArI
8544.696 NeI
8571.352 NeI
8576.01  XeI
8591.258 NeI
8634.647 NeI
8647.041 NeI
8648.54  XeI
8654.383 NeI
8655.522 NeI
8667.944 ArI
8679.492 NeI
8681.921 NeI
8692.20  XeI
8696.86  XeI
8704.112 NeI
8716.654 HgI2(4358.328)
8739.39  XeI
8758.20  XeI
8771.656 NeI
8780.623 NeI
8783.753 NeI
8819.411 XeI
8830.907 NeI
8849.910 ArI
8853.867 NeI
8865.306 NeI
8865.755 NeI
8908.73  XeI
8919.501 NeI
8930.83  XeI
8952.252 XeI
8962.32  XeI
8981.05  XeI
8987.57  XeI
8988.556 NeI
9045.45  XeI
9075.394 ArI
9122.967 ArI
9148.672 NeI
9162.65  XeI
9167.52  XeI
9194.638 ArI
9201.759 NeI
9220.060 NeI
9221.580 NeI
9224.499 ArI
9226.690 NeI
9275.529 NeI
9291.531 ArI
9300.853 NeI
9310.584 NeI
9313.973 NeI
9326.507 NeI
9354.220 ArI
9373.308 NeI
9374.76  XeI
9425.379 NeI
9459.209 NeI
9486.682 NeI
9513.38  XeI
9534.163 NeI
9547.405 NeI
9657.786 ArI
9665.420 NeI
9685.32  XeI
9718.16  XeI
9799.70  XeI
9784.503 ArI
9923.19  XeI
10052.06 ArI
10139.76 HgI
